,NAME,ONLINE_ORDER,BOOK_TABLE,RATE,DISH_LIKED,APPROX_COST(FOR TWO PEOPLE)
50590,Amaravati Food Court,Yes,No,3.3 /5,"Singapore Noodles, Kung Pao Chicken, Mixed Fried Rice, Corn Fritters, Wonton, Clear Soup, Fish",300
50592,PIZZMO,No,No,3.6 /5,"Singapore Noodles, Kung Pao Chicken, Mixed Fried Rice, Corn Fritters, Wonton, Clear Soup, Fish",500
50593,Desi Doze,Yes,No,3.8 /5,"Lassi, Paratha, Chaach, Chole Bhature, Thali",400
50594,Jubli Biryani,Yes,No,3.6 /5,"Lassi, Paratha, Chaach, Chole Bhature, Thali",500
50596,Dil Se Dilli,Yes,No,3.8 /5,"Murgh Kalimirch, Panneer Butter Masala, Rolls, Butter Naan, Butter Chicken, Malai Tikka, Phirni",700
50598,Gusto's Pizza,No,No,3.1 /5,"Murgh Kalimirch, Panneer Butter Masala, Rolls, Butter Naan, Butter Chicken, Malai Tikka, Phirni",500
50599,Marhaba,Yes,No,3.5 /5,"Murgh Kalimirch, Panneer Butter Masala, Rolls, Butter Naan, Butter Chicken, Malai Tikka, Phirni",500
50600,Swadishta,No,No,3.4 /5,"Murgh Kalimirch, Panneer Butter Masala, Rolls, Butter Naan, Butter Chicken, Malai Tikka, Phirni",200
50601,Whats Ap,No,No,3.3 /5,"Murgh Kalimirch, Panneer Butter Masala, Rolls, Butter Naan, Butter Chicken, Malai Tikka, Phirni",800
50602,Wang Fu Kitchen,Yes,No,3.8 /5,"Murgh Kalimirch, Panneer Butter Masala, Rolls, Butter Naan, Butter Chicken, Malai Tikka, Phirni",400
50603,Real Ambur Dum Biryani,No,No,3.3 /5,"Murgh Kalimirch, Panneer Butter Masala, Rolls, Butter Naan, Butter Chicken, Malai Tikka, Phirni",250
50604,Sri Lakshmi Hotel,Yes,No,3.4 /5,"Murgh Kalimirch, Panneer Butter Masala, Rolls, Butter Naan, Butter Chicken, Malai Tikka, Phirni",250
50606,Nandhini Deluxe,No,Yes,2.9 /5,"Andhra Meal, Andhra Style Chilli Chicken, Chicken Biryani, Chicken Guntur",600
50607,Punjabi Park,Yes,No,2.9 /5,"Andhra Meal, Andhra Style Chilli Chicken, Chicken Biryani, Chicken Guntur",400
50610,Copper Chimney,Yes,Yes,4.1 /5,"Tomato Soup, Biryani, Dal Maharaja, Shikanji, Garlic Naan, Paratha",1200
50612,HIGH SKY,No,No,3.0 /5,"Tomato Soup, Biryani, Dal Maharaja, Shikanji, Garlic Naan, Paratha",1000
50613,FreshEats,No,No,3.6 /5,"Tomato Soup, Biryani, Dal Maharaja, Shikanji, Garlic Naan, Paratha",400
50616,Flavours Radha Hometel,No,Yes,3.5 /5,"Salads, Gulab Jamun, Breakfast Buffet, Fish, Lunch Buffet, French Toast, Chicken Wings",800
50617,Mangalore Lunch Home,Yes,No,3.5 /5,"Salads, Gulab Jamun, Breakfast Buffet, Fish, Lunch Buffet, French Toast, Chicken Wings",300
50618,Oven Fresh,No,No,2.9 /5,"Salads, Gulab Jamun, Breakfast Buffet, Fish, Lunch Buffet, French Toast, Chicken Wings",600
50619,Delhi Restaurant,Yes,No,3.6 /5,"Dal Makhani, Reshmi Kebab, Thali, Panneer Butter Masala, Naan, Masala Papad",350
50620,Nieghbourhood Cafe,No,No,3.7 /5,"Dal Makhani, Reshmi Kebab, Thali, Panneer Butter Masala, Naan, Masala Papad",750
50621,Captain Egg,No,No,4.1 /5,"Dal Makhani, Reshmi Kebab, Thali, Panneer Butter Masala, Naan, Masala Papad",400
50625,Manbhavan Premium Thali Restaurant,Yes,No,4.0 /5,"Thali, Jalebi, Dahi Vada, Chaat, Buttermilk, Rabri Malpua, Kadhi",1000
50642,Hotel Greens,No,No,3.6 /5,"Thali, Jalebi, Dahi Vada, Chaat, Buttermilk, Rabri Malpua, Kadhi",800
50644,The Lighthouse Cafe,No,No,3.6 /5,"Thali, Jalebi, Dahi Vada, Chaat, Buttermilk, Rabri Malpua, Kadhi",650
50645,Kitchen Online,No,No,3.3 /5,"Thali, Jalebi, Dahi Vada, Chaat, Buttermilk, Rabri Malpua, Kadhi",300
50646,Mubeena Shariff Chocolatier,No,No,3.6 /5,"Thali, Jalebi, Dahi Vada, Chaat, Buttermilk, Rabri Malpua, Kadhi",500
50647,Mast Kalandar,No,No,2.6 /5,"Gulab Jamun, Lassi, Dal Makhani, Buttermilk, Thali, Paratha",548
50648,Ammi's Biryani,No,No,2.5 /5,"Rice, Mutton Biryani, Chicken Biryani, Haleem, Vegetable Biryani, Hyderabadi Biryani, Chicken Guntur",500
50649,Tadka Punjabi Restaurant,Yes,No,3.3 /5,"Rice, Mutton Biryani, Chicken Biryani, Haleem, Vegetable Biryani, Hyderabadi Biryani, Chicken Guntur",300
50652,Annapurna Bengali Restaurant,No,No,3.9 /5,"Fish Curry, Chicken Curry",500
50654,The Farm House Bar n Grill,No,No,3.7 /5,"Fish Curry, Chicken Curry",800
50685,On The Go,Yes,No,NEW,"Fish Curry, Chicken Curry",400
50686,F5,No,No,3.2 /5,"Fish Curry, Chicken Curry",300
50687,New Andhra Chimney,No,No,3.1 /5,"Hyderabadi Chicken, Chicken Biryani, Hyderabadi Biryani, Andhra Biryani",700
50688,Sri Guru Nalapaka Restaurant,No,No,3.5 /5,"Hyderabadi Chicken, Chicken Biryani, Hyderabadi Biryani, Andhra Biryani",550
50689,Foodie,No,No,2.9 /5,"Rolls, Tandoori Chicken, Paratha",300
50690,The Village Restaurant,No,No,3.0 /5,"Rolls, Tandoori Chicken, Paratha",200
50691,Oak Tavern,No,No,3.5 /5,"Rolls, Tandoori Chicken, Paratha",1000
50692,Corprate Biriyani Adda,No,No,3.0 /5,"Rolls, Tandoori Chicken, Paratha",500
50693,Biryani Bowl,No,No,3.3 /5,"Rolls, Tandoori Chicken, Paratha",550
50694,Rafoo Chakkar,Yes,No,3.9 /5,"Veg Tandoori Momos, Keema Pav, Butter Chicken, Pav Bhaji, Rolls, Galauti Kebab, Achari Paneer",300
50695,Biriyani House,No,No,3.2 /5,"Veg Tandoori Momos, Keema Pav, Butter Chicken, Pav Bhaji, Rolls, Galauti Kebab, Achari Paneer",350
50696,Khane Ka Khazana,Yes,No,3.5 /5,"Veg Tandoori Momos, Keema Pav, Butter Chicken, Pav Bhaji, Rolls, Galauti Kebab, Achari Paneer",250
50699,The Eatery Cafe & Restaurant,No,No,3.6 /5,"Veg Tandoori Momos, Keema Pav, Butter Chicken, Pav Bhaji, Rolls, Galauti Kebab, Achari Paneer",800
50701,Hotel Nisarga Restaurant,No,No,3.2 /5,"Veg Tandoori Momos, Keema Pav, Butter Chicken, Pav Bhaji, Rolls, Galauti Kebab, Achari Paneer",300
50702,Karavalli Food Court,No,No,3.2 /5,"Veg Tandoori Momos, Keema Pav, Butter Chicken, Pav Bhaji, Rolls, Galauti Kebab, Achari Paneer",548
50703,Golden Food Palace,No,No,2.9 /5,"Veg Tandoori Momos, Keema Pav, Butter Chicken, Pav Bhaji, Rolls, Galauti Kebab, Achari Paneer",450
50704,Cafe of Joy,No,No,3.7 /5,"Breads, Cappuccino, Cheesecake",600
50706,Five Star Chicken,No,No,3.5 /5,"Breads, Cappuccino, Cheesecake",300
50707,PMR Restaurant,No,No,3.3 /5,"Breads, Cappuccino, Cheesecake",300
50708,Nawabi Handi,No,No,3.4 /5,"Breads, Cappuccino, Cheesecake",350
50709,Siddharth Restaurant,No,No,3.6 /5,"Thali, Biryani",400
50710,Delhi Belli,No,No,3.3 /5,"Thali, Biryani",500
50714,Kabab Ghar,No,No,3.2 /5,"Thali, Biryani",600
50715,Nawab-E-Khana,No,No,3.1 /5,"Thali, Biryani",500
50716,Hangout Junction,No,No,3.6 /5,"Thali, Biryani",400
50717,Swad Rajasthani Bhojanalaya,No,No,3.1 /5,"Thali, Biryani",400
50718,Food Xpress,No,No,3.4 /5,"Thali, Biryani",400
50719,Delhiciouss,No,No,3.7 /5,"Thali, Biryani",300
50721,Best,No,No,3.4 /5,"Thali, Biryani",400
50722,Swad E Punjab,No,No,3.4 /5,"Thali, Biryani",600
50723,Shanghai Times,No,No,3.3 /5,"Thali, Biryani",400
50724,Whooppeezz,No,No,3.4 /5,"Thali, Biryani",500
50725,ReadyBowl,No,No,3.4 /5,Gongura Chicken Biryani,400
50727,LG Park Restaurant,No,No,3.4 /5,Gongura Chicken Biryani,800
50729,Tarama Bengali Food,No,No,3.2 /5,Gongura Chicken Biryani,200
50730,Kailash Parbat,No,No,2.6 /5,"Chaat, Gulab Jamun, Raj Kachori, Chole, Bhel Puri, Biryani, Veg Thali",400
50731,@99,No,No,3.4 /5,"Chaat, Gulab Jamun, Raj Kachori, Chole, Bhel Puri, Biryani, Veg Thali",200
50732,Food Point,No,No,3.2 /5,"Biryani, Paratha, Tandoori Chicken, Butter Chicken, Dal Makhani",450
50733,Hunger Genie,No,No,4.0 /5,"Rabri, Shahi Tukda, Paratha, Fruit Custard, Kheer, Malpua, Wings",450
50734,Punjabi Tadka,No,No,3.2 /5,"Rabri, Shahi Tukda, Paratha, Fruit Custard, Kheer, Malpua, Wings",400
50735,Chin Chin by The Biere Club,Yes,Yes,4.2 /5,"Wheat Beer, Cocktails, Singapore Noodles, Mushroom Dumpling, Dumplings, Spring Roll, Pork Ribs",1500
50736,Southern Spice,No,Yes,3.0 /5,"Raita, Lassi, Appam, Halwa",1200
50737,Sweet Tooth - Do you have one?,No,No,3.3 /5,"Raita, Lassi, Appam, Halwa",600
50740,Sweet Nothings Couture Cupcakes,No,No,3.4 /5,"Raita, Lassi, Appam, Halwa",250
50747,Delicious Desserts,No,No,3.5 /5,"Raita, Lassi, Appam, Halwa",750
50748,Golden Paradise,No,No,3.5 /5,"Raita, Lassi, Appam, Halwa",300
50763,Chashni Sweets,No,No,3.4 /5,"Raita, Lassi, Appam, Halwa",200
50769,The Parrot House,No,No,NEW,"Raita, Lassi, Appam, Halwa",200
50770,Win's Restaurant,No,No,3.3 /5,"Raita, Lassi, Appam, Halwa",400
50771,The Pastry Inn,No,No,3.4 /5,"Raita, Lassi, Appam, Halwa",400
50772,Biryani Treats,No,No,3.1 /5,"Raita, Lassi, Appam, Halwa",650
50773,New Taj Darbar,No,No,3.1 /5,"Raita, Lassi, Appam, Halwa",300
50776,Spoon Me,No,No,3.5 /5,"Raita, Lassi, Appam, Halwa",400
50777,Apsara Ice Cream,No,No,3.2 /5,"Raita, Lassi, Appam, Halwa",200
50785,Green Hyderabad Biryani House,Yes,No,3.8 /5,"Lassi, Hyderabadi Biryani, Tandoori Chicken, Lemon Chicken, Chicken Dum Biryani, Prawn Biryani, Boneless Biryani",800
50797,La Mensa,No,No,3.6 /5,"Lassi, Hyderabadi Biryani, Tandoori Chicken, Lemon Chicken, Chicken Dum Biryani, Prawn Biryani, Boneless Biryani",400
50798,Saha Cabin Bengali Hotel,No,No,3.4 /5,"Lassi, Hyderabadi Biryani, Tandoori Chicken, Lemon Chicken, Chicken Dum Biryani, Prawn Biryani, Boneless Biryani",300
50799,Maa Bargabhima Restaurant,No,No,3.7 /5,"Lassi, Hyderabadi Biryani, Tandoori Chicken, Lemon Chicken, Chicken Dum Biryani, Prawn Biryani, Boneless Biryani",250
50800,Gali Parathae Wali,Yes,No,3.7 /5,"Paratha, Thali",400
50801,Kitchen Rabbit,Yes,No,3.7 /5,"Paratha, Thali",500
50802,Baba Fattoosh,No,No,3.6 /5,"Paratha, Thali",300
50803,Foody Baba,No,No,3.1 /5,"Chicken Kolhapuri, Biryani",500
50804,Loafers,No,No,3.6 /5,"Chicken Kolhapuri, Biryani",500
50806,Food Paradise,No,No,3.3 /5,"Chicken Kolhapuri, Biryani",500
50810,Tummy Singh,Yes,No,3.4 /5,"Chicken Kolhapuri, Biryani",700
50818,La-Pizza,Yes,No,NEW,"Chicken Kolhapuri, Biryani",450
50819,Food And Biryani (FAB),No,No,2.8 /5,"Chicken Kolhapuri, Biryani",500
50821,Mega Bite,No,Yes,3.5 /5,"Breakfast Buffet, Paratha, Rice",1100
50822,Punjabi Kitchen,Yes,No,2.8 /5,"Dal Makhani, Thali, Shahi Paneer",500
50824,Southern Spice,Yes,No,2.6 /5,"Chicken Guntur, Andhra Meal, Chicken Tikka Masala, Chicken Biryani, Hyderabadi Biryani, Dum Biryani, Lime Soda",800
50826,Punjabi Family Dhaba,No,No,3.4 /5,"Chicken Guntur, Andhra Meal, Chicken Tikka Masala, Chicken Biryani, Hyderabadi Biryani, Dum Biryani, Lime Soda",400
50828,The South,No,No,3.7 /5,"Chicken Guntur, Andhra Meal, Chicken Tikka Masala, Chicken Biryani, Hyderabadi Biryani, Dum Biryani, Lime Soda",200
50829,NH8,Yes,Yes,4.2 /5,"Rasgulla, Dal Bati, Rajasthani Thali, Kachori, Churma, Jal-jeera, Rasmalai",800
50830,Pot Biryani,Yes,No,3.1 /5,Dum Biryani,600
50832,Curry Point,No,No,3.2 /5,Dum Biryani,300
50833,Friendz Zone,No,No,3.6 /5,Chai,400
50834,Mughal Restaurant,Yes,No,3.2 /5,"Chicken Lollipop, Idiyappam, Chicken Biryani, Fried Rice, Roti, Kerala Parotta, Pepper Chicken",600
50835,Dinepost 9,Yes,No,3.6 /5,"Chicken Lollipop, Idiyappam, Chicken Biryani, Fried Rice, Roti, Kerala Parotta, Pepper Chicken",450
50837,Cupcake Couture,No,No,3.8 /5,"Cup Cake, Chocolate Truffle",300
50838,Vijayawada Heights,Yes,No,3.2 /5,"Cup Cake, Chocolate Truffle",600
50840,Treat,Yes,No,3.8 /5,"Butter Chicken, Lassi, Thali, Dal Makhani, Mutton Roganjosh, Paneer Tikka, Malai Kofta",800
50843,Andhra Ghumaghumalu,Yes,No,3.5 /5,"Butter Chicken, Lassi, Thali, Dal Makhani, Mutton Roganjosh, Paneer Tikka, Malai Kofta",300
50844,Vaigai Express,Yes,No,3.3 /5,"Butter Chicken, Lassi, Thali, Dal Makhani, Mutton Roganjosh, Paneer Tikka, Malai Kofta",400
50845,Happy Singh,Yes,No,3.8 /5,"Deluxe Thali, Mango Lassi, Hara Bhara Kebab, Jumbo Lassi, Jal-jeera, Amritsari Paneer, Gulab Jamun",900
50846,Thalaserry Food Court,No,No,3.5 /5,"Deluxe Thali, Mango Lassi, Hara Bhara Kebab, Jumbo Lassi, Jal-jeera, Amritsari Paneer, Gulab Jamun",600
50847,Shreeji Restaurant,Yes,No,3.8 /5,"Deluxe Thali, Mango Lassi, Hara Bhara Kebab, Jumbo Lassi, Jal-jeera, Amritsari Paneer, Gulab Jamun",300
50848,The Diner,Yes,No,3.6 /5,"Paneer Tikka Masala, Hyderabadi Chicken Biryani",700
50850,BHR Foods,Yes,No,3.4 /5,"Paneer Tikka Masala, Hyderabadi Chicken Biryani",350
50854,Punjabi Charchay,No,No,3.6 /5,"Paneer Tikka Masala, Hyderabadi Chicken Biryani",400
50857,We Foodie,Yes,No,2.6 /5,"Paneer Tikka Masala, Hyderabadi Chicken Biryani",300
50863,VIHAR Family Restaurant,No,No,4.0 /5,"Sea Food, Murgh Ghee Roast, Chicken Handi",600
50865,Friends Diner,No,No,2.8 /5,"Chicken Steak, Cheese Balls",700
50866,Herbs & Spices,Yes,Yes,4.0 /5,"Appam, Risotto, Gulab Jamun, Halwa, Fish, Vegetable Stew, Tiramisu",1000
50867,The IT Crowd,Yes,No,2.8 /5,"Appam, Risotto, Gulab Jamun, Halwa, Fish, Vegetable Stew, Tiramisu",400
50875,4700BC Popcorn,No,No,4.1 /5,Chocolate Popcorn,500
50876,The Difference,Yes,No,2.7 /5,Chocolate Popcorn,600
50877,South Treat,Yes,No,3.4 /5,Chocolate Popcorn,400
50879,Chinese Food Point,Yes,No,NEW,Chocolate Popcorn,300
50882,Zeee's,Yes,No,3.7 /5,Chocolate Popcorn,300
50883,Cravingz,Yes,No,3.7 /5,Chocolate Popcorn,400
50884,The Irish House,No,Yes,4.3 /5,"Beer, Cocktails, Burgers, Chicken Nachos, Mocktails, Stout, Margarita",1700
50885,Thai & Chinese Fast Food,No,No,3.4 /5,"Beer, Cocktails, Burgers, Chicken Nachos, Mocktails, Stout, Margarita",400
50886,Lassi Xpress,No,No,3.4 /5,"Beer, Cocktails, Burgers, Chicken Nachos, Mocktails, Stout, Margarita",200
50898,Choice of Food,Yes,No,NEW,"Beer, Cocktails, Burgers, Chicken Nachos, Mocktails, Stout, Margarita",250
50899,Shiv sagar,Yes,No,NEW,"Beer, Cocktails, Burgers, Chicken Nachos, Mocktails, Stout, Margarita",250
50902,Ind Foodies,No,No,NEW,"Beer, Cocktails, Burgers, Chicken Nachos, Mocktails, Stout, Margarita",300
50903,Shakes365,Yes,No,NEW,"Beer, Cocktails, Burgers, Chicken Nachos, Mocktails, Stout, Margarita",300
50907,NYS Kitchen,No,No,3.6 /5,Pasta,500
50908,Konaseema Grand,Yes,No,3.3 /5,"Buttermilk, Chicken Biryani, Lassi, Tandoori Chicken, Bamboo Biryani, Mutton Biryani, Vegetable Biryani",1000
50911,Crunch Pizzas,Yes,No,2.6 /5,"Buttermilk, Chicken Biryani, Lassi, Tandoori Chicken, Bamboo Biryani, Mutton Biryani, Vegetable Biryani",600
50912,RoadHouse Grill,Yes,No,3.8 /5,"Burgers, Chicken Roll, Rolls, Fries, Wings, Tandoori Momos, Chicken Grill",450
50921,Meghana Grand,Yes,No,3.5 /5,Chicken Biryani,800
50927,BelgYum,No,No,4.6 /5,"Cappuccino, Coffee, Hot Chocolate, Mango Waffles, Nutella Waffle, Belgium Waffles, Chocolate Waffles",400
50930,Smoor,Yes,No,4.3 /5,"Cheesecake, Chocolate Sundae, Gooey Chocolate Cake, Cup Cake, Coffee, Rainbow Cake, Hot Chocolate",700
50938,Warm Oven,Yes,No,4.0 /5,Chocolate Cake,500
50940,Cinnabon,No,No,4.0 /5,"Rolls, Cinnamon Roll, Cinnamon Bun",548
50941,Baskin Robbins,Yes,No,NEW,"Rolls, Cinnamon Roll, Cinnamon Bun",300
50943,Karachi Bakery,No,No,4.1 /5,"Rolls, Cinnamon Roll, Cinnamon Bun",400
50945,Chez Mariannick,No,No,4.1 /5,"Pizza, Salad, Banana Toffee Cheesecake, Caramel Custard, Croissants, Crepe, Creme Brulee",1000
50947,Artinci Artisanal Ice Cream,Yes,No,4.1 /5,"Vanilla Ice Cream, Hot Chocolate Fudge, Chocolate Icecreams",300
50950,Third Wave Coffee Roasters,No,No,3.8 /5,"Vanilla Ice Cream, Hot Chocolate Fudge, Chocolate Icecreams",800
50951,Kartik's Mithai Shoppe,No,No,3.8 /5,Aloo Tikki Chat,150
50954,Little Black Choux,No,No,4.0 /5,"Opera Cake, Cup Cake, Red Velvet, Chocolate Mousse",250
50956,Sweet Truth,Yes,No,3.9 /5,"Cheesecake, Chocolate Decadence, Pancakes",500
50957,Cafe Noir,Yes,No,4.0 /5,"Pizza, Pasta Carbonara, Omelette, Salad, Mojito, Lasagne, Sandwich",1500
50958,Auntie Anne's,No,No,4.0 /5,"Pizza, Pasta Carbonara, Omelette, Salad, Mojito, Lasagne, Sandwich",500
50962,Mojo Bites,No,No,3.9 /5,"Pizza, Pasta Carbonara, Omelette, Salad, Mojito, Lasagne, Sandwich",250
50967,Just Bake,Yes,No,3.8 /5,Samosa,400
50972,Polar Bear,Yes,No,4.0 /5,Samosa,400
50974,The 3 Musketeers,No,No,3.2 /5,Samosa,200
50977,Gelato Italiano,Yes,No,3.1 /5,"Tiramisu, Cheesecake, Kulfi",200
50979,Cookie Man,Yes,No,3.2 /5,"Tiramisu, Cheesecake, Kulfi",150
50983,KC Das - Sweet Sensation,No,No,2.9 /5,"Tiramisu, Cheesecake, Kulfi",200
50992,Caramel Whitefield,No,No,3.7 /5,"Tiramisu, Cheesecake, Kulfi",1000
50994,Cream & Fudge,No,No,3.9 /5,"Waffles, Chocolate Truffle Sensation, Chocolate Icecreams, Brownie",250
51012,Frosting Flavours,No,No,3.8 /5,"Waffles, Chocolate Truffle Sensation, Chocolate Icecreams, Brownie",150
51015,Ice Stone Creamery,No,No,3.4 /5,"Waffles, Chocolate Truffle Sensation, Chocolate Icecreams, Brownie",400
51019,Kitchen Aroma,No,No,3.4 /5,"Waffles, Chocolate Truffle Sensation, Chocolate Icecreams, Brownie",400
51026,Ice Cream Works,No,No,3.5 /5,"Waffles, Chocolate Truffle Sensation, Chocolate Icecreams, Brownie",300
51036,The Creek - The Den Bengaluru,No,Yes,4.4 /5,"Chaat, Cocktails, Grilled Eggplant, Salads, Mousse, Sunday Brunch, Iced Tea",2000
51037,Feast - Sheraton Grand Bengaluru Whitefield Hotel &...,No,Yes,4.5 /5,"Vegetable Biryani, Lamb, Pizza, Idli, Fish, Lunch Buffet, Butter Naan",2500
51038,Biergarten,No,Yes,4.7 /5,"Wheat Beer, Risotto, Craft Beer, Caesar Salad, Pizza, Hefeweizen, Cheesy Garlic Bread",2400
51039,Windmills Craftworks,No,No,4.6 /5,"Keema Pav, Cocktails, Craft Beer, Pork Chops, Mocktails, Hefeweizen, Nachos",2500
51040,The Pallet,No,Yes,4.5 /5,"Craft Beer, Wine, Chilli Chicken, Wedges, Lamb, Cocktails, Masala Peanuts",1600
51041,AB's - Absolute Barbecues,No,Yes,4.8 /5,"Mutton Roganjosh, Mutton Keema, Mutton Curry, Macaroon, Paan Ice Cream, Sea Food, Biryani",1600
51042,Flechazo,No,Yes,4.9 /5,"Pizza, Mutton Kebab, Chicken Biryani, Sea Food, Chicken Dim Sum, Pasta, Mocktails",1400
51043,Barbeque Nation,No,Yes,4.4 /5,"Paneer Tikka, Fish, Mutton Curry, Coffee, Paan Kulfi, Mango Ice Cream, Pasta",1600
51044,Oota Bangalore,No,No,4.6 /5,"Cocktails, Craft Beer, Chicken Sukha, Murgh Ghee Roast, Biryani, Neer Dosa, Vada",1700
51045,The Biere Club,No,Yes,4.3 /5,"Wheat Beer, Beef Burger, Pizza, Craft Beer, Pork Chops, Mezze Platter, Cocktails",1700
51049,HQ,No,Yes,4.1 /5,"Mocktails, Pizza, Crispy Chicken, Beer, Nachos, Masala Peanuts, Onion Rings",1000
51050,Salt - Indian Restaurant - Bar & Grill,No,Yes,4.4 /5,"Murgh Platter, Dessert Platter, Chicken Sizzler, Tiramisu, Lobster, Mocktails, Vegetable Biryani",1500
51051,alt,No,Yes,4.1 /5,"Margarita, Lamb, Cocktails, Nachos, Spring Roll, Long Island Iced Tea, Mocktails",1900
51052,Biere Societee,No,Yes,4.2 /5,"Tempura Prawns, Cocktails, Noodles, Masala Peanuts, Sangria, Wine, Pasta",1500
51054,Uno Chicago Bar & Grill,No,Yes,4.2 /5,"Deep Dish Pizza, Mocktails, Burgers, Onion Rings, Thin Crust Pizza, Chicken Tenders, Pasta",1800
51055,The Terrace at Windmills Craftworks,No,No,4.1 /5,"Beer, Mango Lassi, Thandai, Matka Kulfi, Salads, Palak Pakoda, Lunch Buffet",1800
51061,Maziga,Yes,No,4.7 /5,"Mocktails, Fish, Biryani, Dal Makhani, Wine, Risotto, Chaat",1500
51065,M Cafe - Bengaluru Marriott Hotel Whitefield,No,Yes,4.1 /5,"Rasmalai, Salads, Pasta, Pizza, Mutton Biryani, Cocktails, Coffee",2500
51069,Biriyani Zone,Yes,No,4.0 /5,"Plain Rice, Hyderabadi Biryani, Panneer Butter Masala, Mutton Biryani, Tandoori Chicken, Chicken Boneless Biryani, Vegetable Biryani",800
51074,Layla - The Den Bengaluru,No,No,3.9 /5,"Cocktails, Panna Cotta, Lamb Pizza, Pita Bread",2000
51078,Toscano - Mojito Bar,Yes,Yes,4.3 /5,"Pasta, Creme Brulee, Tiramisu, Bbq Chicken Pizza, Steak, Salads, Wine",1500
51079,Uppercut - Sheraton Grand Bengaluru Whitefield Hotel...,No,Yes,4.3 /5,"Lamb Chops, Crepe Suzette, Cocktails, Steak, Molten Chocolate Cake, Lobster Bisque, Sea Food",2000
51080,Imperio Restaurant,Yes,Yes,4.4 /5,"Chocolate Sizzler, Mutton Curry, Egg Masala, Shawarma, Barbeque Chicken, Mutton Biryani, Crab Toast",700
51082,Beijing Bites,Yes,No,3.9 /5,"Noodles, Wonton Soup, Spring Roll, Crispy Noodle, Chop Suey, Beijing Chicken, Chowmein",850
51083,Kava Kitchen & Bar - Fairfield by Marriott,No,No,3.9 /5,Dal Halwa,1200
51085,Noodle Bar,Yes,Yes,4.0 /5,"Crispy Thread Paneer, Hakka Noodles, Momos, Clear Soup, Prawn, Mocktails, Chilli Chicken",1400
51089,BAR BAR,No,Yes,4.1 /5,"Mocktails, Cocktails, Pizza, Chicken Tikka, Nachos, Biryani, Beer",1500
51091,The Eatery - Four Points by Sheraton Bengaluru,No,Yes,4.0 /5,"Salads, Chicken Curry, Pasta, Lime Soda Sweet, Lunch Buffet, Cheesecake, Rara Meat",1700
51092,Karibu - The Zuri,No,Yes,3.9 /5,"Pizza, Chaat, Mocktails, Salads, Sunday Brunch, Omelette, Breakfast Buffet",2000
51096,Latitude Whitefield,No,Yes,3.9 /5,"Roti, Breakfast Buffet, Coffee, Lamb, Salads, Pancakes, Rasmalai",2000
51101,InAzia - Sheraton Grand Bengaluru Whitefield Hotel &...,No,Yes,4.3 /5,"Lobster, Papaya Salad, Pad Thai, Jasmine Rice, Hakka Noodles, Jasmine Tea, Coconut Ice Cream",2500
51104,Mavalli Tiffin Room (MTR),No,No,3.7 /5,"Masala Dosa, Filter Coffee, Buttermilk, Salad, Thali, Badam Halwa, Plain Dosa",400
51107,Alto Vino - Bengaluru Marriott Hotel Whitefield,No,Yes,4.3 /5,"Tiramisu, Wine, Lamb, Baked Salmon, Chicken Pasta, Ravioli, Gnocchi",3000
51111,Pablo's Gastrobar,No,No,4.0 /5,"Cocktails, Beer, Pizza, Long Island Iced Tea, Peri Peri Fries, Chilli Chicken, Potato Wedges",1450
51121,Smaaash,No,Yes,4.0 /5,"Pizza, Beer",1500
51126,Tiffin Room - Miraya Hotel & Residences,No,Yes,3.7 /5,"Chicken Curry, Breakfast Buffet, Pasta, Fish, Salads, Lunch Buffet, Salmon",2000
51128,Incanto - The Zuri,No,Yes,4.0 /5,"Pasta, Tiramisu, Cheesy Pizza",2500
51133,Tandoor Box,Yes,No,3.9 /5,"Rolls, Butter Chicken, Tandoori Momos, Tangdi Kabab, Tandoori Roti, Paratha, Soya Chaap",600
51135,Bling - The Zuri,No,No,3.7 /5,"Martini, Cocktails, Paneer Tikka",2100
51145,Cafe Noir,No,Yes,4.1 /5,"Pasta, Coffee, Mocktails, Pizza, Sandwiches, Macaroon, Croissants",1500
51146,Punjab Beat,Yes,Yes,NEW,"Pasta, Coffee, Mocktails, Pizza, Sandwiches, Macaroon, Croissants",700
51151,Terracotta Whitefield,No,Yes,4.0 /5,"Dal Makhani, Galauti Kebab, Dum Biryani, Rasgulla, Fish, Garlic Kheer, Tandoori Broccoli",3000
51153,Sri Udupi Park,Yes,No,3.9 /5,"Masala Dosa, Filter Coffee, Curd Rice",300
51157,A2B - Adyar Ananda Bhavan,Yes,No,2.5 /5,"Coffee, Raj Kachori, Idli, Vada, Tea, Masala Dosa, Chaat",400
51164,W XYZ - Aloft Hotel,No,Yes,3.7 /5,Tikka,1700
51165,Moriz Restaurant,Yes,No,2.9 /5,"Tandoori Chicken, Mutton Biryani, Butter Chicken",750
51170,Dilli Darbar,Yes,No,3.5 /5,"Butter Kulcha, Paneer Lababdar, Paratha, Lassi, Butter Chicken, Tawa Roti, Dal Makhani",500
51177,Annapurna Bengali Restaurant,No,No,3.9 /5,"Fish Curry, Chicken Curry",350
51179,Zodiac,No,No,3.6 /5,"Lunch Buffet, Chicken Biryani",1500
51183,Red Glow,No,No,3.7 /5,"Lunch Buffet, Chicken Biryani",1200
